Item Name,Description,Price,Type,Cuisine,Restaurant Name,Location,Rating,Veg/Non-Veg,Discount
Cheeseburger,Juicy beef patty with melted cheese.,363,Main Course,American,Restaurant B,Bangalore,3.3,Non-Veg,27% off
Enchiladas,Corn tortillas rolled with filling and sauce.,184,Main Course,Mexican,Restaurant I,Delhi,3.9,Non-Veg,16% off
Pancakes,Fluffy breakfast pancakes with syrup.,198,Dessert,American,Restaurant A,Chennai,3.9,Non-Veg,27% off
Veg Biryani,Made with aromatic basmati rice.,229,Main Course,Indian,Restaurant A,Bangalore,3.9,Veg,24% off
Chicken Biryani,Spicy and flavorful.,480,Main Course,Indian,Restaurant C,Mumbai,3.6,Non-Veg,24% off
Samosa,Crispy fried pastry filled with spiced potatoes.,499,Snack,Indian,Restaurant E,Delhi,4.8,Non-Veg,18% off
Cheeseburger,Juicy beef patty with melted cheese.,452,Main Course,American,Restaurant E,Chennai,3.4,Non-Veg,28% off
Cheeseburger,Juicy beef patty with melted cheese.,412,Main Course,American,Restaurant B,Chennai,3.8,Non-Veg,16% off
Pancakes,Fluffy breakfast pancakes with syrup.,289,Dessert,American,Restaurant B,Delhi,4.8,Non-Veg,5% off
Chicken Biryani,Spicy and flavorful.,345,Main Course,Indian,Restaurant J,Chennai,3.3,Non-Veg,22% off
Fish Curry,Fish cooked in coconut milk.,375,Main Course,Indian,Restaurant C,Bangalore,3.6,Non-Veg,27% off
Fajitas,Grilled meat and vegetables served on tortillas.,375,Main Course,Mexican,Restaurant F,Hyderabad,3.9,Non-Veg,19% off
Chicken Burger,Crispy chicken patty in a bun.,254,Snack,American,Restaurant I,Delhi,3.3,Non-Veg,6% off
Lassi,Sweet yogurt-based drink.,374,Beverage,Indian,Restaurant H,Delhi,3.9,Non-Veg,30% off
Margarita,Refreshing lime and tequila cocktail.,461,Beverage,Mexican,Restaurant G,Delhi,4.8,Non-Veg,20% off
Dal Tadka,Yellow lentils tempered with spices.,242,Main Course,Indian,Restaurant A,Delhi,3.7,Non-Veg,13% off
Masala Dosa,South Indian rice pancake with masala.,466,Snack,Indian,Restaurant H,Hyderabad,3.4,Non-Veg,17% off
Mexican Rice,Rice cooked with tomatoes and spices.,252,Main Course,Mexican,Restaurant A,Chennai,3.6,Non-Veg,23% off
Nachos,Tortilla chips topped with melted cheese and salsa.,230,Snack,Mexican,Restaurant C,Delhi,4.8,Non-Veg,25% off
Apple Pie,Classic American dessert with spiced apples.,370,Dessert,American,Restaurant J,Hyderabad,3.6,Non-Veg,27% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",211,Main Course,Mexican,Restaurant H,Bangalore,4.8,Non-Veg,13% off
Nachos,Tortilla chips topped with melted cheese and salsa.,161,Snack,Mexican,Restaurant F,Mumbai,3.3,Non-Veg,18% off
Dal Tadka,Yellow lentils tempered with spices.,455,Main Course,Indian,Restaurant I,Hyderabad,4.8,Non-Veg,14% off
Tacos,Corn tortilla filled with meat and veggies.,119,Snack,Mexican,Restaurant C,Mumbai,3.8,Non-Veg,14% off
Fajitas,Grilled meat and vegetables served on tortillas.,294,Main Course,Mexican,Restaurant J,Chennai,3.9,Non-Veg,18% off
Butter Naan,Soft bread with butter.,128,Main Course,Indian,Restaurant D,Chennai,3.6,Non-Veg,12% off
Chicken Burger,Crispy chicken patty in a bun.,486,Snack,American,Restaurant H,Hyderabad,3.4,Non-Veg,6% off
Masala Dosa,South Indian rice pancake with masala.,429,Snack,Indian,Restaurant H,Chennai,3.9,Non-Veg,10% off
Lassi,Sweet yogurt-based drink.,184,Beverage,Indian,Restaurant E,Mumbai,3.9,Non-Veg,11% off
French Fries,"Golden, crispy fried potatoes.",299,Snack,American,Restaurant H,Delhi,4.8,Non-Veg,28% off
Chocolate Shake,Rich and creamy chocolate drink.,489,Beverage,American,Restaurant D,Bangalore,3.4,Non-Veg,25% off
Cheeseburger,Juicy beef patty with melted cheese.,159,Main Course,American,Restaurant F,Mumbai,3.7,Non-Veg,21% off
Paneer Tikka,Grilled paneer with Indian spices.,153,Snack,Indian,Restaurant G,Mumbai,3.8,Veg,30% off
Apple Pie,Classic American dessert with spiced apples.,231,Dessert,American,Restaurant B,Delhi,3.6,Non-Veg,17% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,171,Beverage,American,Restaurant E,Hyderabad,3.3,Non-Veg,5% off
Quesadilla,Grilled tortilla with melted cheese filling.,125,Snack,Mexican,Restaurant A,Delhi,3.3,Non-Veg,21% off
French Fries,"Golden, crispy fried potatoes.",286,Snack,American,Restaurant H,Mumbai,3.7,Non-Veg,15% off
Fajitas,Grilled meat and vegetables served on tortillas.,383,Main Course,Mexican,Restaurant H,Mumbai,3.6,Non-Veg,12% off
Masala Dosa,South Indian rice pancake with masala.,343,Snack,Indian,Restaurant B,Delhi,3.9,Non-Veg,19% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,333,Beverage,American,Restaurant J,Delhi,3.9,Non-Veg,22% off
Cheeseburger,Juicy beef patty with melted cheese.,137,Main Course,American,Restaurant B,Hyderabad,3.4,Non-Veg,19% off
Fajitas,Grilled meat and vegetables served on tortillas.,337,Main Course,Mexican,Restaurant F,Chennai,3.9,Non-Veg,11% off
Dal Tadka,Yellow lentils tempered with spices.,192,Main Course,Indian,Restaurant E,Mumbai,3.9,Non-Veg,6% off
Guacamole,Mashed avocado dip with lime and salt.,244,Snack,Mexican,Restaurant F,Chennai,3.7,Non-Veg,29% off
Chicken Biryani,Spicy and flavorful.,247,Main Course,Indian,Restaurant A,Mumbai,3.4,Non-Veg,5% off
Tacos,Corn tortilla filled with meat and veggies.,498,Snack,Mexican,Restaurant G,Hyderabad,3.6,Non-Veg,28% off
Chicken Burger,Crispy chicken patty in a bun.,198,Snack,American,Restaurant F,Mumbai,3.3,Non-Veg,11% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,301,Beverage,American,Restaurant F,Hyderabad,3.9,Non-Veg,25% off
Hot Dog,Sausage served in a sliced bun.,320,Snack,American,Restaurant C,Mumbai,3.9,Non-Veg,12% off
Enchiladas,Corn tortillas rolled with filling and sauce.,491,Main Course,Mexican,Restaurant F,Bangalore,4.8,Non-Veg,24% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",397,Main Course,Mexican,Restaurant H,Bangalore,3.6,Non-Veg,23% off
Nachos,Tortilla chips topped with melted cheese and salsa.,219,Snack,Mexican,Restaurant I,Bangalore,3.6,Non-Veg,29% off
Hot Dog,Sausage served in a sliced bun.,237,Snack,American,Restaurant H,Mumbai,3.9,Non-Veg,8% off
Guacamole,Mashed avocado dip with lime and salt.,148,Snack,Mexican,Restaurant A,Hyderabad,3.6,Non-Veg,5% off
Paneer Tikka,Grilled paneer with Indian spices.,313,Snack,Indian,Restaurant G,Chennai,3.3,Veg,22% off
Fish Curry,Fish cooked in coconut milk.,185,Main Course,Indian,Restaurant G,Bangalore,3.7,Non-Veg,15% off
Churros,Fried dough pastry dusted with sugar.,410,Dessert,Mexican,Restaurant B,Chennai,4.8,Non-Veg,30% off
French Fries,"Golden, crispy fried potatoes.",248,Snack,American,Restaurant C,Bangalore,3.9,Non-Veg,29% off
Lassi,Sweet yogurt-based drink.,495,Beverage,Indian,Restaurant F,Delhi,3.6,Non-Veg,24% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,451,Beverage,American,Restaurant C,Chennai,3.4,Non-Veg,27% off
Veg Biryani,Made with aromatic basmati rice.,228,Main Course,Indian,Restaurant F,Bangalore,3.3,Veg,26% off
Samosa,Crispy fried pastry filled with spiced potatoes.,411,Snack,Indian,Restaurant E,Mumbai,3.4,Non-Veg,21% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",154,Main Course,Mexican,Restaurant E,Bangalore,3.9,Non-Veg,29% off
Chocolate Shake,Rich and creamy chocolate drink.,131,Beverage,American,Restaurant D,Delhi,3.7,Non-Veg,30% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",453,Main Course,Mexican,Restaurant I,Hyderabad,3.7,Non-Veg,27% off
Masala Dosa,South Indian rice pancake with masala.,404,Snack,Indian,Restaurant H,Bangalore,3.4,Non-Veg,23% off
Chicken Burger,Crispy chicken patty in a bun.,154,Snack,American,Restaurant A,Delhi,3.3,Non-Veg,5% off
Apple Pie,Classic American dessert with spiced apples.,440,Dessert,American,Restaurant E,Delhi,3.4,Non-Veg,22% off
Enchiladas,Corn tortillas rolled with filling and sauce.,195,Main Course,Mexican,Restaurant H,Mumbai,4.8,Non-Veg,5% off
Paneer Tikka,Grilled paneer with Indian spices.,458,Snack,Indian,Restaurant I,Chennai,3.3,Veg,11% off
Enchiladas,Corn tortillas rolled with filling and sauce.,121,Main Course,Mexican,Restaurant J,Bangalore,3.8,Non-Veg,8% off
Dal Tadka,Yellow lentils tempered with spices.,104,Main Course,Indian,Restaurant H,Delhi,3.9,Non-Veg,25% off
Lassi,Sweet yogurt-based drink.,461,Beverage,Indian,Restaurant E,Mumbai,3.8,Non-Veg,29% off
Pancakes,Fluffy breakfast pancakes with syrup.,164,Dessert,American,Restaurant H,Bangalore,3.9,Non-Veg,11% off
Chocolate Shake,Rich and creamy chocolate drink.,400,Beverage,American,Restaurant G,Chennai,3.7,Non-Veg,7% off
Lassi,Sweet yogurt-based drink.,110,Beverage,Indian,Restaurant C,Bangalore,3.9,Non-Veg,27% off
Apple Pie,Classic American dessert with spiced apples.,455,Dessert,American,Restaurant F,Mumbai,3.3,Non-Veg,8% off
Hot Dog,Sausage served in a sliced bun.,119,Snack,American,Restaurant B,Mumbai,4.8,Non-Veg,23% off
Margarita,Refreshing lime and tequila cocktail.,117,Beverage,Mexican,Restaurant H,Chennai,3.9,Non-Veg,16% off
Chicken Burger,Crispy chicken patty in a bun.,167,Snack,American,Restaurant G,Delhi,3.9,Non-Veg,8% off
Quesadilla,Grilled tortilla with melted cheese filling.,134,Snack,Mexican,Restaurant H,Bangalore,3.6,Non-Veg,10% off
Milkshake,Thick and creamy milk-based drink.,464,Beverage,American,Restaurant B,Hyderabad,3.8,Non-Veg,11% off
Cheeseburger,Juicy beef patty with melted cheese.,384,Main Course,American,Restaurant H,Hyderabad,3.9,Non-Veg,27% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,192,Beverage,American,Restaurant G,Bangalore,3.3,Non-Veg,10% off
Churros,Fried dough pastry dusted with sugar.,209,Dessert,Mexican,Restaurant B,Chennai,3.9,Non-Veg,6% off
Chicken Burger,Crispy chicken patty in a bun.,314,Snack,American,Restaurant F,Bangalore,4.8,Non-Veg,17% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",469,Main Course,Mexican,Restaurant G,Hyderabad,3.9,Non-Veg,14% off
Milkshake,Thick and creamy milk-based drink.,438,Beverage,American,Restaurant A,Bangalore,4.8,Non-Veg,11% off
Mac and Cheese,Creamy macaroni and cheese dish.,307,Main Course,American,Restaurant H,Mumbai,3.6,Non-Veg,30% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,141,Snack,Indian,Restaurant B,Delhi,3.4,Non-Veg,7% off
Pancakes,Fluffy breakfast pancakes with syrup.,193,Dessert,American,Restaurant G,Mumbai,3.6,Non-Veg,11% off
Pancakes,Fluffy breakfast pancakes with syrup.,410,Dessert,American,Restaurant D,Bangalore,3.6,Non-Veg,15% off
Pancakes,Fluffy breakfast pancakes with syrup.,194,Dessert,American,Restaurant J,Bangalore,3.3,Non-Veg,26% off
Chocolate Shake,Rich and creamy chocolate drink.,222,Beverage,American,Restaurant I,Hyderabad,3.3,Non-Veg,19% off
Hot Dog,Sausage served in a sliced bun.,196,Snack,American,Restaurant F,Delhi,3.3,Non-Veg,28% off
Mac and Cheese,Creamy macaroni and cheese dish.,197,Main Course,American,Restaurant E,Hyderabad,3.9,Non-Veg,6% off
Enchiladas,Corn tortillas rolled with filling and sauce.,226,Main Course,Mexican,Restaurant A,Mumbai,3.4,Non-Veg,7% off
Guacamole,Mashed avocado dip with lime and salt.,142,Snack,Mexican,Restaurant A,Mumbai,3.9,Non-Veg,22% off
Paneer Tikka,Grilled paneer with Indian spices.,386,Snack,Indian,Restaurant B,Mumbai,3.8,Veg,28% off
Chicken Biryani,Spicy and flavorful.,335,Main Course,Indian,Restaurant B,Delhi,3.4,Non-Veg,10% off
Enchiladas,Corn tortillas rolled with filling and sauce.,334,Main Course,Mexican,Restaurant H,Bangalore,3.6,Non-Veg,20% off
Paneer Tikka,Grilled paneer with Indian spices.,309,Snack,Indian,Restaurant H,Mumbai,3.8,Veg,26% off
Enchiladas,Corn tortillas rolled with filling and sauce.,224,Main Course,Mexican,Restaurant D,Chennai,3.3,Non-Veg,12% off
Milkshake,Thick and creamy milk-based drink.,383,Beverage,American,Restaurant F,Bangalore,4.8,Non-Veg,12% off
Tacos,Corn tortilla filled with meat and veggies.,191,Snack,Mexican,Restaurant H,Hyderabad,3.9,Non-Veg,17% off
Samosa,Crispy fried pastry filled with spiced potatoes.,466,Snack,Indian,Restaurant E,Hyderabad,3.6,Non-Veg,12% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,387,Snack,Indian,Restaurant C,Mumbai,4.8,Non-Veg,18% off
Mac and Cheese,Creamy macaroni and cheese dish.,183,Main Course,American,Restaurant E,Bangalore,3.3,Non-Veg,21% off
Fish Curry,Fish cooked in coconut milk.,307,Main Course,Indian,Restaurant G,Bangalore,3.3,Non-Veg,8% off
Milkshake,Thick and creamy milk-based drink.,404,Beverage,American,Restaurant E,Chennai,3.4,Non-Veg,28% off
Pancakes,Fluffy breakfast pancakes with syrup.,357,Dessert,American,Restaurant I,Bangalore,3.6,Non-Veg,6% off
Lassi,Sweet yogurt-based drink.,117,Beverage,Indian,Restaurant F,Bangalore,3.3,Non-Veg,12% off
Churros,Fried dough pastry dusted with sugar.,125,Dessert,Mexican,Restaurant E,Hyderabad,3.3,Non-Veg,17% off
Mexican Rice,Rice cooked with tomatoes and spices.,248,Main Course,Mexican,Restaurant A,Hyderabad,3.9,Non-Veg,20% off
Lassi,Sweet yogurt-based drink.,439,Beverage,Indian,Restaurant C,Bangalore,3.9,Non-Veg,25% off
Hot Dog,Sausage served in a sliced bun.,303,Snack,American,Restaurant B,Chennai,4.8,Non-Veg,18% off
Fajitas,Grilled meat and vegetables served on tortillas.,369,Main Course,Mexican,Restaurant B,Delhi,3.6,Non-Veg,22% off
Chicken Biryani,Spicy and flavorful.,250,Main Course,Indian,Restaurant E,Delhi,3.4,Non-Veg,27% off
French Fries,"Golden, crispy fried potatoes.",196,Snack,American,Restaurant G,Mumbai,3.4,Non-Veg,29% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,109,Beverage,American,Restaurant G,Delhi,3.4,Non-Veg,6% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,498,Beverage,American,Restaurant E,Delhi,3.8,Non-Veg,20% off
Fajitas,Grilled meat and vegetables served on tortillas.,166,Main Course,Mexican,Restaurant I,Hyderabad,3.3,Non-Veg,30% off
Margarita,Refreshing lime and tequila cocktail.,386,Beverage,Mexican,Restaurant B,Delhi,3.9,Non-Veg,19% off
Chocolate Shake,Rich and creamy chocolate drink.,398,Beverage,American,Restaurant G,Bangalore,3.9,Non-Veg,20% off
Fish Curry,Fish cooked in coconut milk.,467,Main Course,Indian,Restaurant J,Bangalore,3.8,Non-Veg,29% off
Chicken Burger,Crispy chicken patty in a bun.,302,Snack,American,Restaurant J,Chennai,3.3,Non-Veg,21% off
Milkshake,Thick and creamy milk-based drink.,182,Beverage,American,Restaurant H,Mumbai,3.6,Non-Veg,21% off
Chicken Biryani,Spicy and flavorful.,480,Main Course,Indian,Restaurant G,Hyderabad,3.6,Non-Veg,12% off
Chicken Burger,Crispy chicken patty in a bun.,182,Snack,American,Restaurant I,Mumbai,3.3,Non-Veg,30% off
Veg Biryani,Made with aromatic basmati rice.,444,Main Course,Indian,Restaurant A,Hyderabad,3.6,Veg,14% off
Margarita,Refreshing lime and tequila cocktail.,155,Beverage,Mexican,Restaurant J,Hyderabad,3.6,Non-Veg,30% off
French Fries,"Golden, crispy fried potatoes.",196,Snack,American,Restaurant B,Mumbai,3.3,Non-Veg,16% off
Pancakes,Fluffy breakfast pancakes with syrup.,441,Dessert,American,Restaurant I,Hyderabad,3.6,Non-Veg,7% off
Apple Pie,Classic American dessert with spiced apples.,434,Dessert,American,Restaurant C,Mumbai,3.3,Non-Veg,26% off
Dal Tadka,Yellow lentils tempered with spices.,264,Main Course,Indian,Restaurant C,Delhi,3.9,Non-Veg,25% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,168,Beverage,American,Restaurant A,Chennai,3.3,Non-Veg,17% off
Milkshake,Thick and creamy milk-based drink.,410,Beverage,American,Restaurant H,Delhi,3.9,Non-Veg,14% off
Veg Biryani,Made with aromatic basmati rice.,288,Main Course,Indian,Restaurant A,Bangalore,3.8,Veg,29% off
Dal Tadka,Yellow lentils tempered with spices.,164,Main Course,Indian,Restaurant D,Mumbai,3.3,Non-Veg,22% off
Enchiladas,Corn tortillas rolled with filling and sauce.,342,Main Course,Mexican,Restaurant H,Bangalore,3.9,Non-Veg,24% off
Nachos,Tortilla chips topped with melted cheese and salsa.,151,Snack,Mexican,Restaurant I,Mumbai,3.3,Non-Veg,17% off
Churros,Fried dough pastry dusted with sugar.,284,Dessert,Mexican,Restaurant E,Delhi,3.6,Non-Veg,22% off
Mac and Cheese,Creamy macaroni and cheese dish.,276,Main Course,American,Restaurant C,Bangalore,3.3,Non-Veg,19% off
Cheeseburger,Juicy beef patty with melted cheese.,335,Main Course,American,Restaurant C,Delhi,4.8,Non-Veg,26% off
Paneer Tikka,Grilled paneer with Indian spices.,321,Snack,Indian,Restaurant I,Hyderabad,4.8,Veg,16% off
French Fries,"Golden, crispy fried potatoes.",379,Snack,American,Restaurant J,Chennai,3.4,Non-Veg,15% off
Nachos,Tortilla chips topped with melted cheese and salsa.,397,Snack,Mexican,Restaurant G,Bangalore,4.8,Non-Veg,21% off
Mac and Cheese,Creamy macaroni and cheese dish.,463,Main Course,American,Restaurant J,Mumbai,3.6,Non-Veg,22% off
Butter Naan,Soft bread with butter.,341,Main Course,Indian,Restaurant E,Hyderabad,4.8,Non-Veg,24% off
Mac and Cheese,Creamy macaroni and cheese dish.,258,Main Course,American,Restaurant D,Chennai,3.3,Non-Veg,17% off
Chicken Biryani,Spicy and flavorful.,119,Main Course,Indian,Restaurant B,Chennai,3.9,Non-Veg,28% off
Chicken Burger,Crispy chicken patty in a bun.,397,Snack,American,Restaurant I,Hyderabad,3.3,Non-Veg,23% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,416,Beverage,American,Restaurant I,Hyderabad,3.8,Non-Veg,12% off
Mexican Rice,Rice cooked with tomatoes and spices.,485,Main Course,Mexican,Restaurant H,Chennai,3.8,Non-Veg,8% off
Margarita,Refreshing lime and tequila cocktail.,259,Beverage,Mexican,Restaurant A,Chennai,4.8,Non-Veg,18% off
Masala Dosa,South Indian rice pancake with masala.,450,Snack,Indian,Restaurant C,Bangalore,3.6,Non-Veg,11% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",121,Main Course,Mexican,Restaurant G,Delhi,3.3,Non-Veg,22% off
Mac and Cheese,Creamy macaroni and cheese dish.,400,Main Course,American,Restaurant C,Delhi,3.4,Non-Veg,21% off
Paneer Tikka,Grilled paneer with Indian spices.,209,Snack,Indian,Restaurant F,Delhi,3.3,Veg,23% off
Cheeseburger,Juicy beef patty with melted cheese.,369,Main Course,American,Restaurant D,Bangalore,3.9,Non-Veg,27% off
French Fries,"Golden, crispy fried potatoes.",250,Snack,American,Restaurant H,Mumbai,3.3,Non-Veg,13% off
Tacos,Corn tortilla filled with meat and veggies.,162,Snack,Mexican,Restaurant H,Bangalore,3.9,Non-Veg,14% off
Fish Curry,Fish cooked in coconut milk.,111,Main Course,Indian,Restaurant A,Bangalore,3.7,Non-Veg,15% off
Fajitas,Grilled meat and vegetables served on tortillas.,175,Main Course,Mexican,Restaurant G,Chennai,3.8,Non-Veg,19% off
Samosa,Crispy fried pastry filled with spiced potatoes.,457,Snack,Indian,Restaurant F,Mumbai,3.6,Non-Veg,26% off
Cheeseburger,Juicy beef patty with melted cheese.,117,Main Course,American,Restaurant A,Mumbai,3.3,Non-Veg,30% off
Hot Dog,Sausage served in a sliced bun.,150,Snack,American,Restaurant B,Chennai,3.6,Non-Veg,22% off
Fish Curry,Fish cooked in coconut milk.,356,Main Course,Indian,Restaurant C,Bangalore,4.8,Non-Veg,26% off
Quesadilla,Grilled tortilla with melted cheese filling.,436,Snack,Mexican,Restaurant A,Delhi,3.4,Non-Veg,13% off
Chicken Burger,Crispy chicken patty in a bun.,163,Snack,American,Restaurant B,Mumbai,3.8,Non-Veg,24% off
Chicken Burger,Crispy chicken patty in a bun.,455,Snack,American,Restaurant B,Mumbai,3.3,Non-Veg,10% off
Paneer Tikka,Grilled paneer with Indian spices.,202,Snack,Indian,Restaurant I,Chennai,3.6,Veg,21% off
Apple Pie,Classic American dessert with spiced apples.,334,Dessert,American,Restaurant B,Delhi,4.8,Non-Veg,11% off
Apple Pie,Classic American dessert with spiced apples.,462,Dessert,American,Restaurant D,Bangalore,3.7,Non-Veg,13% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,184,Snack,Indian,Restaurant D,Bangalore,3.6,Non-Veg,28% off
Cheeseburger,Juicy beef patty with melted cheese.,358,Main Course,American,Restaurant J,Mumbai,3.7,Non-Veg,26% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",284,Main Course,Mexican,Restaurant B,Hyderabad,3.6,Non-Veg,5% off
Tacos,Corn tortilla filled with meat and veggies.,140,Snack,Mexican,Restaurant I,Bangalore,3.6,Non-Veg,30% off
Fajitas,Grilled meat and vegetables served on tortillas.,335,Main Course,Mexican,Restaurant H,Hyderabad,3.6,Non-Veg,10% off
Hot Dog,Sausage served in a sliced bun.,182,Snack,American,Restaurant F,Delhi,3.3,Non-Veg,11% off
Hot Dog,Sausage served in a sliced bun.,142,Snack,American,Restaurant I,Bangalore,3.3,Non-Veg,26% off
Quesadilla,Grilled tortilla with melted cheese filling.,117,Snack,Mexican,Restaurant C,Mumbai,3.6,Non-Veg,20% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,230,Snack,Indian,Restaurant C,Mumbai,3.3,Non-Veg,14% off
French Fries,"Golden, crispy fried potatoes.",311,Snack,American,Restaurant F,Delhi,3.4,Non-Veg,20% off
Guacamole,Mashed avocado dip with lime and salt.,112,Snack,Mexican,Restaurant H,Bangalore,3.7,Non-Veg,20% off
Apple Pie,Classic American dessert with spiced apples.,142,Dessert,American,Restaurant A,Delhi,4.8,Non-Veg,13% off
Lassi,Sweet yogurt-based drink.,211,Beverage,Indian,Restaurant E,Bangalore,3.6,Non-Veg,11% off
Chicken Biryani,Spicy and flavorful.,406,Main Course,Indian,Restaurant G,Delhi,3.9,Non-Veg,12% off
Chocolate Shake,Rich and creamy chocolate drink.,268,Beverage,American,Restaurant C,Mumbai,3.8,Non-Veg,26% off
Chocolate Shake,Rich and creamy chocolate drink.,450,Beverage,American,Restaurant D,Bangalore,4.8,Non-Veg,25% off
Dal Tadka,Yellow lentils tempered with spices.,356,Main Course,Indian,Restaurant E,Bangalore,3.6,Non-Veg,29% off
Tacos,Corn tortilla filled with meat and veggies.,279,Snack,Mexican,Restaurant I,Delhi,3.4,Non-Veg,26% off
Quesadilla,Grilled tortilla with melted cheese filling.,401,Snack,Mexican,Restaurant E,Mumbai,3.4,Non-Veg,17% off
Butter Naan,Soft bread with butter.,407,Main Course,Indian,Restaurant J,Hyderabad,3.6,Non-Veg,17% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",177,Main Course,Mexican,Restaurant J,Delhi,3.3,Non-Veg,26% off
Chicken Biryani,Spicy and flavorful.,108,Main Course,Indian,Restaurant E,Delhi,3.7,Non-Veg,22% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",333,Main Course,Mexican,Restaurant C,Hyderabad,3.7,Non-Veg,29% off
Burrito,"Flour tortilla wrapped with rice, beans, and meat.",205,Main Course,Mexican,Restaurant G,Chennai,3.3,Non-Veg,23% off
French Fries,"Golden, crispy fried potatoes.",394,Snack,American,Restaurant I,Hyderabad,3.8,Non-Veg,30% off
Hot Dog,Sausage served in a sliced bun.,199,Snack,American,Restaurant I,Hyderabad,3.6,Non-Veg,15% off
Fish Curry,Fish cooked in coconut milk.,386,Main Course,Indian,Restaurant G,Bangalore,4.8,Non-Veg,10% off
Fish Curry,Fish cooked in coconut milk.,127,Main Course,Indian,Restaurant A,Chennai,3.8,Non-Veg,6% off
Chocolate Shake,Rich and creamy chocolate drink.,371,Beverage,American,Restaurant E,Mumbai,3.3,Non-Veg,11% off
Lassi,Sweet yogurt-based drink.,457,Beverage,Indian,Restaurant F,Delhi,3.4,Non-Veg,24% off
Churros,Fried dough pastry dusted with sugar.,207,Dessert,Mexican,Restaurant G,Delhi,4.8,Non-Veg,5% off
Coke Float,Coca-Cola with a scoop of vanilla ice cream.,152,Beverage,American,Restaurant G,Hyderabad,3.6,Non-Veg,9% off
Mac and Cheese,Creamy macaroni and cheese dish.,259,Main Course,American,Restaurant B,Hyderabad,3.6,Non-Veg,18% off
Milkshake,Thick and creamy milk-based drink.,345,Beverage,American,Restaurant F,Chennai,3.9,Non-Veg,23% off
Margarita,Refreshing lime and tequila cocktail.,177,Beverage,Mexican,Restaurant D,Mumbai,3.3,Non-Veg,17% off
Chicken Burger,Crispy chicken patty in a bun.,128,Snack,American,Restaurant E,Hyderabad,3.7,Non-Veg,14% off
Butter Naan,Soft bread with butter.,221,Main Course,Indian,Restaurant B,Delhi,3.7,Non-Veg,17% off
Pancakes,Fluffy breakfast pancakes with syrup.,331,Dessert,American,Restaurant I,Chennai,3.6,Non-Veg,8% off
Fish Curry,Fish cooked in coconut milk.,244,Main Course,Indian,Restaurant C,Hyderabad,3.7,Non-Veg,19% off
Tandoori Chicken,Grilled chicken marinated with Indian spices.,423,Snack,Indian,Restaurant F,Hyderabad,3.6,Non-Veg,12% off
Pancakes,Fluffy breakfast pancakes with syrup.,236,Dessert,American,Restaurant I,Bangalore,3.6,Non-Veg,7% off
Mexican Rice,Rice cooked with tomatoes and spices.,256,Main Course,Mexican,Restaurant H,Chennai,4.8,Non-Veg,30% off
Margarita,Refreshing lime and tequila cocktail.,327,Beverage,Mexican,Restaurant D,Mumbai,3.7,Non-Veg,13% off
Samosa,Crispy fried pastry filled with spiced potatoes.,499,Snack,Indian,Restaurant C,Mumbai,3.3,Non-Veg,20% off
Masala Dosa,South Indian rice pancake with masala.,481,Snack,Indian,Restaurant A,Bangalore,3.7,Non-Veg,13% off
Margarita,Refreshing lime and tequila cocktail.,443,Beverage,Mexican,Restaurant F,Chennai,3.7,Non-Veg,27% off
Tacos,Corn tortilla filled with meat and veggies.,342,Snack,Mexican,Restaurant B,Delhi,4.8,Non-Veg,10% off
Samosa,Crispy fried pastry filled with spiced potatoes.,479,Snack,Indian,Restaurant E,Mumbai,3.8,Non-Veg,14% off
Lassi,Sweet yogurt-based drink.,457,Beverage,Indian,Restaurant D,Delhi,4.8,Non-Veg,23% off
Mexican Rice,Rice cooked with tomatoes and spices.,140,Main Course,Mexican,Restaurant C,Hyderabad,3.9,Non-Veg,10% off
Butter Naan,Soft bread with butter.,149,Main Course,Indian,Restaurant B,Hyderabad,3.3,Non-Veg,24% off
Nachos,Tortilla chips topped with melted cheese and salsa.,292,Snack,Mexican,Restaurant C,Delhi,3.6,Non-Veg,24% off
Pancakes,Fluffy breakfast pancakes with syrup.,402,Dessert,American,Restaurant I,Bangalore,3.6,Non-Veg,25% off
